,Churn,Tenure,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Mobile Phone,CityTier_2,CityTier_3,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Male,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single
3201,0,10.0,16.0,3.0,5,4,4.0,1,12.0,2.0,2.0,4.0,213.47,1,0,0,1,0,0,0,1,0,1,0,0,1,0
3202,0,1.0,10.0,3.0,5,2,2.0,0,14.0,1.0,2.0,2.0,145.45,1,0,0,1,0,0,0,1,0,0,1,0,0,1
3203,1,1.0,17.0,3.0,4,3,3.0,1,12.0,1.0,2.0,2.0,135.09,1,0,0,1,0,0,0,1,0,0,1,0,0,1
3204,1,1.0,10.0,4.0,4,5,3.0,1,12.0,9.0,10.0,8.0,158.48,0,0,0,0,1,0,0,1,0,0,1,0,0,1
3205,0,9.0,10.0,3.0,5,3,3.0,0,19.0,2.0,2.0,1.0,137.81,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3206,0,1.0,11.0,3.0,3,5,4.0,0,17.0,1.0,2.0,3.0,153.19,1,0,0,1,0,0,0,1,0,0,1,0,0,0
3207,0,1.0,15.0,3.0,3,4,2.0,0,23.0,1.0,2.0,3.0,173.51,1,0,1,0,1,0,0,1,0,1,0,0,0,0
3208,0,12.0,14.0,3.0,5,2,2.0,0,21.0,2.0,2.0,6.0,165.28,1,0,1,0,0,1,0,0,0,1,0,0,0,1
3209,0,3.0,7.0,4.0,6,2,3.0,0,19.0,3.0,3.0,9.0,152.2,0,0,0,0,1,0,0,1,0,0,1,0,1,0
3210,0,22.0,9.0,3.0,3,4,5.0,0,13.0,3.0,3.0,3.0,206.2,1,0,1,0,0,1,0,1,0,1,0,0,0,0
3211,0,1.0,10.0,4.0,3,2,3.0,1,21.0,2.0,2.0,5.0,171.47,0,0,1,1,0,0,0,0,0,1,0,0,1,0
3212,0,11.0,17.0,4.0,3,2,5.0,0,18.0,2.0,2.0,1.0,171.8,1,0,0,0,1,0,0,1,0,0,1,0,0,1
3213,0,24.0,35.0,4.0,3,3,3.0,1,12.0,4.0,4.0,9.0,157.21,1,0,0,1,0,0,0,1,0,0,1,0,0,0
3214,0,8.0,16.0,3.0,5,4,3.0,0,15.0,5.0,8.0,7.0,211.21,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3215,1,1.0,10.0,4.0,4,3,11.0,0,15.0,2.0,3.0,1.0,170.77,1,0,1,0,1,0,0,0,0,1,0,0,0,1
3216,0,13.0,9.0,4.0,5,3,3.0,0,12.0,3.0,12.0,11.0,170.53,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3217,0,6.0,17.0,3.0,4,2,3.0,0,13.0,1.0,2.0,9.0,178.96,1,0,1,0,0,1,0,1,0,1,0,0,0,1
3218,1,14.0,15.0,3.0,4,3,5.0,1,15.0,2.0,2.0,4.0,192.96,0,0,1,0,0,0,0,1,0,1,0,0,0,0
3219,0,12.0,7.0,3.0,3,2,2.0,0,14.0,2.0,2.0,9.0,201.25,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3220,0,1.0,7.0,4.0,4,5,3.0,0,12.0,2.0,2.0,8.0,199.12,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3221,0,6.0,10.0,3.0,4,2,5.0,0,16.0,4.0,2.0,8.0,236.58999999999997,1,0,0,0,1,0,0,0,0,0,0,0,0,1
3222,0,21.0,21.0,3.0,4,5,4.0,0,13.0,1.0,2.0,8.0,174.6,1,0,1,0,0,1,0,1,0,1,0,0,0,1
3223,0,14.0,12.0,3.0,5,5,7.0,1,22.0,1.0,2.0,7.0,229.75,0,0,1,0,1,0,0,1,0,0,0,0,0,0
3224,0,27.0,14.0,3.0,3,3,5.0,0,20.0,2.0,2.0,4.0,273.14,1,0,0,0,1,0,0,1,1,0,0,0,0,0
3225,0,15.0,17.0,4.0,5,2,5.0,0,14.0,9.0,13.0,7.0,316.41,1,1,0,0,0,0,1,1,0,0,0,1,1,0
3226,0,31.0,23.0,3.0,4,5,10.0,0,15.0,2.0,3.0,3.0,179.05,1,0,1,0,0,1,0,1,0,1,0,0,0,1
3227,0,1.0,17.0,3.0,4,5,3.0,0,22.0,2.0,2.0,7.0,212.93,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3228,0,15.0,7.0,3.0,5,3,3.0,0,14.0,3.0,3.0,11.0,316.89,1,1,0,0,0,0,1,1,0,0,0,1,0,0
3229,0,24.0,15.0,3.0,4,4,9.0,0,16.0,2.0,3.0,3.0,163.75,1,0,1,0,0,1,0,1,0,0,1,0,0,0
3230,1,1.0,7.0,4.0,6,4,9.0,1,14.0,2.0,4.0,8.0,147.16,1,0,0,0,1,0,0,0,0,0,1,0,0,1
3231,0,10.0,15.0,4.0,3,5,11.0,0,15.0,1.0,2.0,6.0,242.13,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3232,0,12.0,7.0,3.0,4,3,6.0,1,15.0,1.0,2.0,1.0,203.61,1,0,0,0,1,0,0,0,0,0,0,0,0,1
3233,0,18.0,31.0,3.0,6,3,4.0,0,15.0,1.0,2.0,5.0,162.08,0,0,0,1,0,0,0,1,0,0,1,0,0,1
3234,0,21.0,10.0,3.0,4,3,11.0,1,13.0,2.0,12.0,14.0,262.7,0,0,1,1,0,0,0,0,1,0,0,0,1,0
3235,0,4.0,34.0,3.0,4,2,9.0,0,24.0,5.0,8.0,8.0,178.04,1,0,1,0,0,1,0,1,0,1,0,0,1,0
3236,0,3.0,17.0,3.0,4,3,3.0,0,12.0,1.0,2.0,1.0,151.42,1,0,1,0,1,0,0,1,0,0,1,0,0,1
3237,1,6.0,26.0,3.0,3,3,8.0,1,13.0,3.0,3.0,3.0,152.59,0,0,0,1,0,0,0,1,0,0,1,0,1,0
3238,0,17.0,22.0,3.0,5,2,5.0,0,19.0,1.0,3.0,3.0,193.04,0,0,1,0,1,0,0,1,0,1,0,0,0,0
3239,0,8.0,15.0,4.0,4,3,5.0,0,12.0,2.0,5.0,4.0,186.42,1,0,0,1,0,0,0,0,0,1,0,0,0,1
3240,0,1.0,16.0,3.0,4,5,3.0,0,15.0,1.0,2.0,3.0,150.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
3241,0,13.0,10.0,3.0,3,4,11.0,0,16.0,4.0,4.0,7.0,188.89,1,1,0,0,0,0,1,0,0,1,0,0,0,0
3242,0,30.0,16.0,3.0,4,2,9.0,0,12.0,1.0,4.0,2.0,236.02999999999997,1,0,0,1,0,0,0,1,1,0,0,0,0,0
3243,0,14.0,9.0,3.0,5,2,2.0,1,21.0,3.0,3.0,4.0,148.42,1,0,0,1,0,0,0,0,0,0,1,0,0,1
3244,0,1.0,14.0,3.0,5,5,10.0,0,20.0,2.0,2.0,8.0,193.11,1,0,0,1,0,0,0,0,0,1,0,0,0,1
3245,0,3.0,17.0,3.0,4,4,3.0,0,15.0,1.0,3.0,3.0,147.97,1,0,1,0,0,1,0,1,0,0,1,0,1,0
3246,0,27.0,13.0,3.0,4,2,4.0,0,18.0,2.0,3.0,3.0,149.5,1,0,0,0,1,0,0,1,0,1,0,0,0,1
3247,0,9.0,9.0,4.0,4,5,4.0,0,12.0,1.0,2.0,1.0,175.93,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3248,0,6.0,31.0,4.0,4,2,3.0,0,16.0,3.0,5.0,8.0,178.09,0,0,0,0,1,0,0,1,0,1,0,0,0,0
3249,0,12.0,9.0,4.0,4,3,8.0,1,14.0,1.0,2.0,2.0,155.57,1,0,0,1,0,0,0,1,0,0,1,0,0,0
3250,0,8.0,15.0,3.0,4,5,5.0,0,15.0,2.0,2.0,1.0,176.21,1,0,0,0,1,0,0,0,0,1,0,0,1,0
3251,0,26.0,10.0,3.0,5,5,3.0,0,14.0,2.0,2.0,17.0,293.56,1,0,1,0,0,1,0,1,1,0,0,0,0,0
3252,1,1.0,7.0,4.0,4,2,3.0,1,14.0,6.0,8.0,9.0,151.86,1,0,0,0,0,0,1,1,0,0,1,0,0,1
3253,0,1.0,33.0,3.0,4,2,3.0,0,24.0,1.0,2.0,5.0,186.8,1,0,1,1,0,0,0,0,0,1,0,0,0,1
3254,0,19.0,9.0,3.0,6,3,2.0,0,14.0,1.0,4.0,2.0,191.32,1,0,1,0,0,0,0,1,0,1,0,0,0,1
3255,0,1.0,17.0,4.0,3,3,3.0,0,19.0,2.0,2.0,3.0,160.05,1,0,0,1,0,0,0,1,0,0,1,0,0,1
3256,1,11.0,34.0,4.0,2,3,6.0,1,13.0,2.0,2.0,4.0,188.97,0,0,1,0,1,0,0,0,0,1,0,0,0,1
3257,0,8.0,9.0,3.0,4,2,3.0,0,23.0,1.0,2.0,5.0,187.74,1,0,1,0,0,0,1,1,0,1,0,0,0,1
3258,1,19.0,9.0,4.0,4,5,7.0,1,14.0,2.0,2.0,5.0,323.59,1,0,0,1,0,0,0,1,0,0,0,1,0,0
3259,0,10.0,15.0,4.0,5,5,3.0,0,16.0,1.0,2.0,10.0,200.87,0,0,1,0,1,0,0,1,0,0,0,0,0,1
3260,0,26.0,26.0,3.0,4,2,2.0,0,19.0,2.0,2.0,3.0,167.58,0,0,0,1,0,0,0,1,0,0,1,0,0,0
3261,0,1.0,7.0,4.0,6,2,5.0,0,15.0,3.0,3.0,1.0,168.64,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3262,0,3.0,34.0,4.0,4,3,6.0,0,13.0,2.0,2.0,2.0,168.35,1,0,0,1,0,0,0,0,0,1,0,0,0,0
3263,1,1.0,15.0,3.0,5,5,8.0,0,18.0,2.0,2.0,3.0,178.26,1,0,1,0,0,0,0,1,0,1,0,0,0,1
3264,0,8.0,7.0,4.0,2,2,4.0,0,17.0,1.0,2.0,4.0,157.8,1,0,0,0,1,0,0,0,0,0,1,0,0,1
3265,0,28.0,26.0,4.0,4,5,11.0,1,12.0,1.0,2.0,5.0,179.85,1,0,0,1,0,0,0,0,0,1,0,0,1,0
3266,0,3.0,6.0,3.0,4,2,2.0,0,20.0,1.0,2.0,2.0,168.42,0,0,1,0,0,1,0,1,0,1,0,0,0,0
3267,0,11.0,17.0,3.0,4,5,2.0,1,14.0,4.0,5.0,4.0,152.82,1,0,0,0,1,0,0,0,0,0,1,0,1,0
3268,0,12.0,9.0,4.0,2,5,8.0,1,13.0,5.0,5.0,13.0,184.8,0,0,0,0,1,0,0,0,0,1,0,0,0,1
3269,0,8.0,9.0,3.0,5,5,3.0,0,12.0,2.0,2.0,4.0,168.81,1,0,0,1,0,0,0,0,0,0,1,0,0,1
3270,0,9.0,15.0,4.0,4,2,3.0,0,17.0,1.0,2.0,3.0,150.72,1,0,1,0,1,0,0,0,0,0,1,0,0,0
3271,0,4.0,7.0,3.0,6,3,5.0,0,22.0,2.0,2.0,3.0,163.33,1,0,0,0,1,0,0,1,0,0,1,0,0,0
3272,0,14.0,9.0,3.0,2,4,3.0,0,25.0,1.0,4.0,8.0,167.44,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3273,0,8.0,15.0,4.0,4,5,7.0,0,18.0,2.0,2.0,3.0,190.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
3274,0,16.0,15.0,4.0,4,2,3.0,0,14.0,1.0,14.0,10.0,309.3,0,0,0,0,1,0,0,1,0,0,0,1,1,0
3275,1,1.0,13.0,4.0,2,5,3.0,1,22.0,2.0,2.0,1.0,141.01,1,0,0,0,1,0,0,1,0,0,1,0,0,0
3276,0,1.0,16.0,3.0,5,4,3.0,0,12.0,2.0,2.0,1.0,151.94,0,0,0,0,1,0,0,1,0,0,1,0,1,0
3277,0,26.0,18.0,3.0,4,3,10.0,0,21.0,2.0,2.0,5.0,156.49,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3278,0,24.0,9.0,4.0,4,3,7.0,0,14.0,1.0,2.0,4.0,301.39,1,0,0,1,0,0,0,1,1,0,0,0,0,0
3279,1,1.0,7.0,3.0,5,5,3.0,1,12.0,1.0,2.0,1.0,148.19,1,0,0,0,1,0,0,0,0,0,1,0,0,0
3280,0,7.0,14.0,3.0,4,3,2.0,0,12.0,1.0,2.0,8.0,241.91000000000003,1,0,0,1,0,0,0,1,0,0,0,0,0,0
3281,1,1.0,23.0,4.0,4,5,7.0,0,16.0,2.0,2.0,3.0,178.24,1,0,1,0,0,1,0,0,0,1,0,0,0,1
3282,0,21.0,9.0,3.0,4,2,3.0,1,14.0,4.0,4.0,1.0,292.52,1,0,0,0,0,0,1,0,1,0,0,0,0,0
3283,0,10.0,7.0,3.0,4,4,2.0,0,16.0,1.0,2.0,6.0,177.28,1,0,0,0,0,0,1,0,0,1,0,0,0,0
3284,0,3.0,30.0,3.0,2,3,3.0,0,25.0,2.0,2.0,8.0,152.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
3285,1,21.0,9.0,3.0,4,4,9.0,1,14.0,6.0,14.0,9.0,317.46,1,0,0,0,1,0,0,1,0,0,0,1,0,1
3286,0,9.0,7.0,3.0,2,3,5.0,0,14.0,1.0,3.0,3.0,150.06,1,0,0,0,1,0,0,0,0,0,1,0,0,1
3287,0,16.0,7.0,3.0,5,2,11.0,1,14.0,1.0,2.0,3.0,185.62,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3288,1,1.0,9.0,3.0,4,3,8.0,0,18.0,1.0,3.0,2.0,168.82,1,0,0,1,0,0,0,1,0,0,1,0,0,1
3289,0,10.0,20.0,3.0,4,4,5.0,0,14.0,2.0,2.0,5.0,146.43,1,1,0,0,0,0,1,1,0,0,1,0,0,0
3290,0,6.0,11.0,4.0,5,3,3.0,0,13.0,2.0,7.0,9.0,186.62,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3291,0,14.0,23.0,3.0,5,3,8.0,0,15.0,2.0,2.0,1.0,175.94,0,0,0,1,0,0,0,1,0,1,0,0,0,1
3292,0,4.0,9.0,3.0,5,2,7.0,1,25.0,2.0,2.0,1.0,193.77,1,0,0,1,0,0,0,0,0,1,0,0,0,1
3293,0,19.0,9.0,4.0,5,3,3.0,0,15.0,2.0,2.0,1.0,147.74,1,0,0,0,1,0,0,0,0,0,1,0,0,1
3294,0,16.0,36.0,4.0,4,4,3.0,0,14.0,3.0,8.0,9.0,169.34,1,0,0,0,1,0,0,1,0,1,0,0,0,0
3295,0,12.0,19.0,3.0,5,5,4.0,0,16.0,2.0,2.0,3.0,187.88,0,0,0,0,1,0,0,1,0,1,0,0,1,0
3296,0,8.0,23.0,4.0,5,2,3.0,0,17.0,2.0,2.0,4.0,150.53,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3297,1,13.0,18.0,3.0,4,2,3.0,0,19.0,1.0,8.0,8.0,201.54,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3298,1,19.0,9.0,3.0,4,2,6.0,0,17.0,1.0,8.0,4.0,176.6,1,0,1,1,0,0,0,1,0,1,0,0,0,1
3299,0,17.0,21.0,4.0,4,5,8.0,0,14.0,2.0,2.0,1.0,296.59,1,0,0,0,1,0,0,1,1,0,0,0,0,0
3300,0,1.0,12.0,3.0,5,2,3.0,1,17.0,1.0,2.0,9.0,253.07999999999998,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3301,0,9.0,14.0,3.0,4,3,5.0,0,22.0,1.0,2.0,7.0,227.21,1,0,0,0,0,0,1,1,0,0,0,0,0,1
3302,0,2.0,9.0,3.0,4,4,3.0,1,21.0,8.0,8.0,6.0,172.79,1,0,1,0,0,1,0,0,0,1,0,0,0,0
3303,0,8.0,10.0,3.0,4,2,2.0,0,20.0,2.0,2.0,3.0,162.37,1,1,0,0,0,0,1,1,0,0,1,0,0,0
3304,1,1.0,12.0,3.0,5,3,3.0,1,15.0,1.0,2.0,8.0,148.66,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3305,0,1.0,10.0,3.0,4,2,3.0,0,12.0,2.0,2.0,1.0,142.06,0,0,0,1,0,0,0,1,0,0,1,0,0,0
3306,0,25.0,33.0,4.0,4,3,4.0,0,15.0,2.0,5.0,18.0,288.07,1,0,1,0,0,1,0,0,1,0,0,0,0,0
3307,0,18.0,11.0,3.0,4,4,11.0,0,13.0,2.0,3.0,4.0,184.33,1,0,0,1,0,0,0,1,0,1,0,0,0,1
3308,0,1.0,9.0,4.0,2,5,9.0,0,14.0,2.0,2.0,2.0,159.24,1,0,0,1,0,0,0,1,0,0,1,0,0,1
3309,0,7.0,7.0,3.0,2,5,3.0,0,23.0,1.0,2.0,9.0,165.37,1,0,1,1,0,0,0,1,0,1,0,0,1,0
3310,0,9.0,34.0,3.0,5,5,3.0,0,12.0,2.0,2.0,2.0,150.59,1,0,0,1,0,0,0,0,0,0,1,0,0,1
3311,0,10.0,7.0,3.0,4,2,3.0,1,15.0,3.0,5.0,12.0,187.01,1,0,1,0,1,0,0,1,0,1,0,0,0,0
3312,0,6.0,20.0,4.0,4,2,4.0,0,12.0,1.0,2.0,4.0,169.03,1,0,1,0,1,0,0,1,0,1,0,0,1,0
3313,0,4.0,12.0,4.0,5,2,11.0,0,13.0,1.0,2.0,4.0,162.61,0,0,0,0,1,0,0,1,0,0,1,0,1,0
3314,0,27.0,14.0,4.0,5,2,9.0,1,19.0,1.0,2.0,5.0,234.33999999999997,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3315,0,19.0,16.0,4.0,4,5,6.0,1,13.0,2.0,2.0,3.0,232.61,1,0,1,0,0,1,0,1,0,0,0,0,1,0
3316,0,6.0,15.0,4.0,2,3,7.0,0,13.0,2.0,2.0,4.0,176.75,1,0,0,1,0,0,0,0,0,1,0,0,0,0
3317,0,26.0,32.0,3.0,5,2,5.0,0,23.0,2.0,2.0,1.0,263.26,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3318,0,11.0,23.0,4.0,5,3,6.0,0,20.0,2.0,2.0,1.0,188.34,1,0,1,0,0,1,0,1,0,1,0,0,1,0
3319,0,2.0,15.0,4.0,5,2,3.0,0,14.0,1.0,2.0,5.0,174.36,1,1,0,1,0,0,0,1,0,0,1,0,1,0
3320,0,1.0,7.0,3.0,5,2,8.0,0,23.0,3.0,3.0,3.0,172.75,1,0,0,0,1,0,0,1,0,1,0,0,0,0
3321,0,18.0,15.0,4.0,2,2,4.0,1,25.0,2.0,2.0,3.0,153.18,1,0,0,0,1,0,0,1,0,0,1,0,0,0
3322,0,16.0,9.0,3.0,4,2,7.0,1,15.0,1.0,3.0,3.0,150.15,0,0,0,1,0,0,0,1,0,0,1,0,0,1
3323,0,10.0,15.0,4.0,5,5,2.0,0,22.0,2.0,2.0,4.0,148.42,1,1,0,0,1,0,0,1,0,0,1,0,0,0
3324,0,1.0,10.0,4.0,4,5,3.0,1,19.0,2.0,2.0,4.0,166.94,1,0,1,0,0,0,1,1,0,1,0,0,0,0
3325,0,9.0,16.0,4.0,5,3,3.0,1,21.0,3.0,2.0,16.0,231.85000000000002,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3326,1,1.0,32.0,4.0,4,4,3.0,1,20.0,1.0,8.0,9.0,145.22,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3327,0,6.0,7.0,4.0,4,2,2.0,0,13.0,1.0,2.0,3.0,148.14,0,0,0,0,1,0,0,1,0,0,1,0,1,0
3328,0,1.0,11.0,3.0,5,5,3.0,0,13.0,2.0,2.0,4.0,167.56,1,0,1,0,0,1,0,1,0,1,0,0,0,0
3329,0,23.0,7.0,3.0,4,5,4.0,0,17.0,2.0,2.0,3.0,160.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3330,0,1.0,11.0,3.0,5,2,2.0,0,18.0,1.0,4.0,5.0,156.62,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3331,0,6.0,12.0,3.0,4,4,3.0,0,15.0,3.0,6.0,4.0,190.24,0,0,1,0,1,0,0,1,0,1,0,0,0,0
3332,0,12.0,16.0,4.0,5,4,2.0,0,20.0,1.0,2.0,3.0,153.99,1,0,1,0,0,1,0,1,0,0,1,0,0,0
3333,0,16.0,10.0,4.0,2,2,4.0,1,14.0,1.0,2.0,4.0,177.31,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3334,0,5.0,18.0,3.0,4,2,5.0,1,20.0,2.0,2.0,3.0,148.56,1,0,0,0,1,0,0,1,0,0,1,0,0,0
3335,1,1.0,7.0,3.0,5,3,8.0,1,20.0,1.0,2.0,3.0,153.0,1,0,1,1,0,0,0,0,0,0,1,0,1,0
3336,0,27.0,15.0,4.0,4,2,7.0,0,15.0,1.0,4.0,3.0,243.36,1,0,1,0,0,1,0,1,1,0,0,0,0,0
3337,0,9.0,32.0,4.0,5,4,5.0,0,17.0,4.0,2.0,9.0,234.02999999999997,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3338,0,11.0,28.0,3.0,4,2,7.0,0,16.0,2.0,2.0,1.0,154.73,0,0,1,1,0,0,0,0,0,0,1,0,0,0
3339,0,27.0,30.0,4.0,4,2,8.0,0,19.0,2.0,4.0,9.0,267.75,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3340,0,17.0,7.0,3.0,4,2,6.0,0,14.0,2.0,3.0,3.0,180.62,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3341,0,21.0,9.0,3.0,4,2,2.0,1,23.0,6.0,8.0,8.0,170.37,1,0,1,0,0,1,0,0,0,1,0,0,0,0
3342,0,11.0,26.0,3.0,4,4,3.0,1,14.0,1.0,2.0,10.0,201.42,0,0,1,1,0,0,0,1,0,0,0,0,0,1
3343,0,24.0,9.0,4.0,4,5,3.0,0,14.0,9.0,14.0,8.0,304.24,0,0,0,0,1,0,0,1,1,0,0,0,1,0
3344,0,13.0,9.0,3.0,5,2,10.0,0,12.0,1.0,2.0,5.0,177.04,1,1,0,0,1,0,0,0,0,1,0,0,0,0
3345,0,7.0,10.0,3.0,4,4,5.0,1,12.0,1.0,2.0,4.0,147.77,1,1,0,0,0,0,1,1,0,0,1,0,1,0
3346,1,1.0,32.0,3.0,4,2,3.0,1,25.0,2.0,2.0,2.0,152.95,1,0,0,0,1,0,0,1,0,0,1,0,0,1
3347,0,3.0,14.0,4.0,5,2,8.0,0,15.0,2.0,2.0,4.0,150.32,1,0,0,1,0,0,0,0,0,0,1,0,1,0
3348,0,18.0,16.0,4.0,4,5,3.0,1,14.0,3.0,8.0,2.0,150.59,1,0,0,0,1,0,0,1,0,0,1,0,0,0
3349,0,2.0,12.0,4.0,4,2,3.0,0,15.0,2.0,2.0,3.0,174.08,1,0,1,1,0,0,0,1,0,1,0,0,0,1
3350,1,21.0,9.0,3.0,5,2,11.0,1,15.0,1.0,2.0,1.0,148.8,0,0,0,0,1,0,0,1,0,0,1,0,1,0
3351,0,17.0,15.0,3.0,4,4,6.0,0,22.0,2.0,2.0,1.0,172.65,1,0,0,0,1,0,0,0,0,1,0,0,1,0
3352,1,1.0,9.0,3.0,5,3,3.0,0,14.0,1.0,2.0,3.0,145.44,1,0,1,1,0,0,0,0,0,0,1,0,0,1
3353,1,1.0,25.0,4.0,4,2,3.0,0,20.0,2.0,2.0,1.0,151.93,1,0,0,0,0,0,1,0,0,0,1,0,0,1
3354,0,10.0,21.0,4.0,4,2,2.0,1,18.0,5.0,5.0,12.0,190.86,1,0,0,0,1,0,0,1,0,1,0,0,0,0
3355,0,21.0,9.0,4.0,5,2,3.0,1,19.0,2.0,2.0,3.0,157.94,1,0,1,0,1,0,0,0,0,0,1,0,0,1
3356,1,1.0,10.0,3.0,4,3,2.0,1,20.0,2.0,2.0,3.0,166.71,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3357,1,5.0,9.0,3.0,6,2,6.0,1,14.0,1.0,2.0,1.0,152.78,1,0,0,0,1,0,0,0,0,0,1,0,1,0
3358,0,2.0,16.0,4.0,4,3,7.0,0,19.0,3.0,3.0,3.0,148.77,1,0,0,1,0,0,0,0,0,0,1,0,1,0
3359,1,3.0,13.0,4.0,4,5,9.0,1,22.0,2.0,3.0,3.0,149.04,1,0,0,1,0,0,0,1,0,0,1,0,0,0
3360,0,1.0,11.0,4.0,4,3,3.0,0,20.0,2.0,2.0,1.0,148.18,1,0,0,0,1,0,0,0,0,0,1,0,0,1
3361,0,8.0,17.0,3.0,4,4,3.0,0,15.0,2.0,2.0,1.0,145.08,1,0,0,0,1,0,0,1,0,0,1,0,1,0
3362,0,16.0,21.0,4.0,5,3,9.0,0,18.0,1.0,2.0,4.0,187.44,1,0,1,1,0,0,0,0,0,1,0,0,0,1
3363,0,7.0,7.0,4.0,5,5,5.0,1,12.0,1.0,2.0,3.0,152.99,1,0,0,0,0,0,1,1,0,0,1,0,0,1
3364,0,31.0,12.0,3.0,5,4,4.0,1,14.0,2.0,2.0,7.0,230.52,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3365,0,5.0,14.0,3.0,5,3,5.0,0,16.0,4.0,6.0,3.0,148.29,1,0,1,0,1,0,0,1,0,0,1,0,0,0
3366,0,9.0,28.0,3.0,4,2,3.0,1,26.0,1.0,2.0,8.0,165.14,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3367,0,23.0,15.0,3.0,4,4,6.0,0,12.0,1.0,2.0,8.0,199.03,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3368,0,22.0,27.0,3.0,4,3,6.0,0,18.0,1.0,2.0,1.0,147.59,1,0,0,1,0,0,0,1,0,0,1,0,0,0
3369,0,5.0,27.0,3.0,4,3,3.0,0,14.0,2.0,2.0,1.0,194.32,0,0,1,0,0,1,0,0,0,1,0,0,0,0
3370,0,10.0,14.0,4.0,4,2,4.0,0,19.0,1.0,2.0,2.0,171.78,1,0,0,0,0,0,1,1,0,0,1,0,0,1
3371,0,12.0,7.0,4.0,4,5,3.0,0,14.0,4.0,6.0,12.0,260.82,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3372,0,6.0,7.0,4.0,5,4,8.0,0,21.0,2.0,2.0,3.0,148.32,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3373,1,1.0,26.0,3.0,5,4,3.0,1,19.0,1.0,2.0,1.0,149.13,1,0,1,0,0,1,0,1,0,0,1,0,0,0
3374,0,14.0,17.0,4.0,5,4,4.0,0,13.0,2.0,2.0,7.0,222.05,1,0,1,0,0,1,0,1,0,0,0,0,1,0
3375,0,1.0,7.0,3.0,5,5,3.0,0,13.0,2.0,2.0,8.0,167.94,0,0,1,1,0,0,0,1,0,1,0,0,0,1
3376,0,15.0,13.0,3.0,4,5,4.0,1,14.0,2.0,3.0,18.0,172.21,1,0,0,1,0,0,0,1,0,0,1,0,0,1
3377,0,10.0,9.0,4.0,4,3,6.0,0,22.0,3.0,4.0,10.0,150.19,1,0,0,1,0,0,0,1,0,0,1,0,0,1
3378,1,1.0,28.0,3.0,5,4,3.0,1,14.0,1.0,2.0,1.0,146.21,1,0,1,0,0,0,1,1,0,0,1,0,0,1
3379,1,1.0,11.0,3.0,4,5,3.0,0,20.0,2.0,2.0,1.0,154.73,1,0,0,0,0,0,0,1,0,0,1,0,0,1
3380,0,5.0,19.0,3.0,4,2,2.0,1,12.0,1.0,9.0,6.0,183.55,1,0,0,1,0,0,0,0,0,1,0,0,0,0
3381,0,14.0,16.0,3.0,4,4,10.0,1,15.0,1.0,2.0,1.0,161.17,0,0,0,1,0,0,0,1,0,0,1,0,1,0
3382,0,6.0,10.0,4.0,4,5,3.0,0,13.0,7.0,7.0,4.0,192.25,1,0,0,1,0,0,0,0,0,1,0,0,0,0
